AREA;UBICACIÓN;MCC;TYPE;TAG  Motor;EQUIPAMENT DESCRIPTION;Manufacture;Model Number;Serial Number;Type2;HP;Power (KW);Voltage (V);Current (A);RPM;Frecuencia;Fase;Rendimiento/Factor de Potencia;Factor Servicio;Nema Nom Eff (Eficiencia Nominal)100%;Guar Min Eff (Eficiencia mínima);Frame;Rodam OOP DRIVE;Rodam DRIVE END;Temp Max Amb;Insul Class Clase de Aislamiento;CODE;Weight / Peso (lb.);Amb;Ope;Lub;Tip
FLOTACION COBRE;SALA 301;3250-MC-304-02;A;TAG  Motor;COPPER CLEANER  SCAVENGER TAILI;WEG;TE1BF0X0 #;1018265135;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1;91.00%;NF;132S;6308-ZZ;6207-ZZ;40;F;NF;69 Kg;R;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-01;B;TAG  Motor;Motor de bombas de retorno de muestra de alimentacion;TECO;AEMBUC-DCK;6137074001;NF;10.00;7.5;460;12;1770;60;3;NF;NF;91.00%;NF;D160M;6309ZZ;6307ZZ;20;F;AEMBUC-DCK;90 Kg;R;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor de bomba de retorno de muestra de concentrado;TECO;AEMBUC-DCJ;4136515001;NF;7.30;5.5;460;9.18;1755;60;3;NF;1.15;91.70%;NF;D132M;6308ZZ;6306ZZ;20;F;AEMBUC-DCJ;73 Kg;R;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-01;B;TAG  Motor;L1 CYCLONE OVERFLOW SAMPLE PUMP;WEG;TE1BFOXO#;1018265133;NF;7.30;5.5;460;9.18;1755;60;3;NF;1.15;91.70%;NF;D132M;6308ZZ;6306ZZ;20;F;AEMBUC-DCJ;73 Kg;R;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor de bomba de muestra de colas rougher de cobre / COPPER ROUGHER TAILINGS SAMPLE;WEG;TE1BFOXO#;1018265133;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1;91.00%;NF;132S;6308-ZZ;6207-ZZ;40;F;12293662;69 Kg;S;I;S;G
FLOTACION COBRE;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor de bomba de muestra de colas rougher de cobre / COPPER ROUGHER TAILINGS SAMPLE;WEG;TE1BFOXO#;1018165131;NF;10.00;7.5;460;12.3;1760;60;3;0.84;1;91.00%;NF;132S;6308-ZZ;6207-ZZ;40;F;12293662;69 Kg;S;I;S;G
AGUA FRESCA;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor de bomba de agua fresca.;TECO;AEHDWP;7134425001;NF;73.73;55;460V;83.1;1785;60;3;NF;1.15;95.50%;NF;250MC;6216-C3;6213-C3;50;na;na;na;na;na;na;na
AGUA FRESCA;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor de bomba de agua fresca.;TECO;AEHDWP;7134425002;NF;73.73;55;460V;83.1;1785;60;3;NF;1.15;95.50%;NF;250MC;6216-C3;6213-C3;50;na;na;na;na;na;na;na
AGUA FRESCA;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor de bomba de floculante  agua fresca.;TECO;AEHDWP-002;7134131002;NF;40.00;30;460V;44.8;1775;60;3;NF;1;94.50%;NF;200LC;6312-C3;6212-C3;50;na;na;na;na;na;na;na
AGUA FRESCA;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor de bomba de floculante  agua fresca.;TECO;AEHDWP-002;7134425002;NF;40.00;30;460V;44.8;1775;60;3;NF;1;94.50%;NF;200LC;6312-C3;6212-C3;50;na;na;na;na;na;na;na
AGUA FRESCA;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor de bomba de agua potable;TECO;AEHB-WP001;7134132002;AEHB-WP001;40.00;30;460;44.3;3555;60;3;NF;1;94.00%;93.1;200LA;6312C3;6212C3;50;F;NF;NF;R;I;S;G
AGUA FRESCA;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor de bomba de agua potable;TECO;AEHB-WP001;7131132001;AEHB-WP001;40.00;30;460;44.3;3555;60;3;NF;1;94.00%;93.1;200LA;6312C3;6212C3;50;F;NF;NF;R;I;S;G
AGUA FRESCA;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor de bomba de agua de sello;WEG;TE1BFOXO#;1020819259;NF;150.00;110;460;165;3580;60;3;0.88;1.15;94.8%;NF;315S/M;6314-C3;6314-C3;40;F;NF;981;R;I;S;G
AGUA FRESCA;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor de bomba de agua de sello;WEG;TE1BFOXO#;1020819258;NF;150.00;110;460;165;3580;60;3;0.88;1.15;94.8%;NF;315S/M;6314-C3;6314-C3;40;F;NF;981;R;I;S;G
AGUA FRESCA;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor de bomba de agua de sello a estacion de bombeo de relave / LP GLAND WATER BOOSTER PUMP;na;na;na;na;1.47;1.1;460;2.39;NF;60;na;NNF;NF;NF;NF;NF;NF;NF;NF;NF;FN;NF;R;I;S;G
AGUA FRESCA;SALA 301;3250-MC-302-01;B;TAG  Motor;Motor de bomba de agua de sello a estacion de bombeo de relave;TECO;AEHB-WP003;4134051001;AEHB-WP003;5.00;3.7;460;6.33;1740;60;3;NF;1;87.5%;85.5;132S;6308ZZC3;6306ZZC3;50;F;NF;NF;R;I;S;G
AGUA FRESCA;SALA 301;3250-MC-302-02;B;TAG  Motor;Motor de bomba de agua de sello a estacion de bombeo de relave;TECO;AEHB-WP003;4134051002;AEHB-WP003;5.00;3.7;460;6.33;1740;60;3;NF;1;87.50%;85.5;132S;6308ZZC3;6306ZZC3;50;F;NF;NF;R;I;S;G
SIST. COMTRAINSEDIO;SALA 301;3250-MC-303-02;B;TAG  Motor;FIRE  WATER  PUMP;WEG;TE1BF0X0H;1009914006;NF;250.00;185;460;270;3570;60;3;0.9;1.15;95.40%;NF;445 / 7TS;6314 - C3;6314 - C3;40;F;F;1043 Kg;L;E;S;G
SIST. COMTRAINSEDIO;SALA 301;3250-MC-303-02;B;TAG  Motor;JOCKEY  PUMP;GRUNDFOS;MG132SB2;85U007522;NF;10.00;7.5;480;13.2;3530;60;3;0.9;NF;90.20%;NF;NF;7308BE.2CS;6206.2Z.C3;NF;NF;NF;53 Kg;L;E;S;G
AGUA DE PROCESO MOLY;SALA 301;3250-MC-303-01;B;TAG  Motor;Motor de bomba de agua de proceso de molibdeno;TECO;AFJE-PA;RY.C134767-2;AFJE-PA;200.00;150;460;227;1783;60;3;NF;1;95.00%;94.1;315CB;6220;6220;50;F;NF;1700;R;P;S;G
AGUA DE PROCESO MOLY;SALA 301;3250-MC-303-02;B;TAG  Motor;Motor de bomba de agua de proceso de molibdeno;TECO;AFJE-PA;RY.C134767-1;AFJE-PA;200.00;150;460;227;1783;60;3;NF;1;95.00%;94.1;315CB;6220;6220;50;F;NF;1700;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor bomba de dosificación de vaporizador.;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor bomba de dosificación de vaporizador.;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor bomba de dosificación de vaporizador.;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-02;B;TAG  Motor;Motor bomba de dosificación de vaporizador.;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-1;B;TAG  Motor;Motor bomba de dosificador;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-1;B;TAG  Motor;Motor bomba de dosificador;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-1;B;TAG  Motor;Motor bomba de dosificador;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-1;B;TAG  Motor;Motor bomba de dosificador;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REACTIVOS;SALA 301;3250-MC-304-1;B;TAG  Motor;Motor bomba de dosificador;WEG;NF;1018319160;NF;0.50;0.37;460;0.875;1730;60;3;0.74;1;NF;NF;90S-04;6205-ZZ;6204-ZZ;40;F;NF;30;R;P;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;A;TAG  Motor;COPPER REGRIND MILL ;WEG;MAF 630B;1027753720;NF;4021.45;3000;4160;478.4;1790;60;3;0.9;1;96.7;na;NF;ZFZLB 14-180;ZFZLQ 14-180;40;F;NF;19858 Kg;R;I;S;O
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME SLAKING MILL ;na;na;na;na;147.45;110;460;239.13;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;Motor de bomba de alimentacion a hidrociclones de remolienda;TECO;AFJE-MC;C137693-1;AFJE-MC;294.91;220;460;331;1192;60;3;NF;1;96;NF;315CC;6220/C3VL0241;NU324;20;F;NF;1920 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;A;TAG  Motor;Motor de bomba de alimentacion del molino de remolienda;TECO;AEHH8B-FA1;PBE916B402001;AEHH8B-FA1;200.00;150;460;224;1785;60;3;na;1.15;96.2;95.4;449T;NU320C3;6316C3;40;NF;G;1160 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;A;TAG  Motor;Motor de bomba de descarga de molino de remolienda de Cu.;TECO;AEHH8B-FA1;QY9133402001;AEHH8B-FA1;150.00;110;460;176;1185;60;3;NF;1.15;95.8;95;449T;NU320ECJC3;6316C3;40;NF;G;2488 Lbs;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;Motor de bomba sumidero de remolienda;TECO;AEMB-UCDCM;612B516001;AEMB-UCDCM;20.00;15;460;24.4;1775;60;3;NF;NF;92.5;NF;D180MC;6311ZZ;6310ZZ;40;F;NF;208 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;Motor de bomba de agua de sello de molino de remolienda de Cu.;GRUNDFOS;NF;85U07532;NF;10.05;7.5;220/480;20.8/12;3530;60;3;0.82;NF;90.2;NF;NF;7308BE.2CS;6206.2Z.C3;60;F;NF;53 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;Motor de bomba de agua de sello de molino de remolienda de Cu.;GRUNDFOS;NF;85U07522;NF;10.05;7.5;220/480;20.8/12;3530;60;3;0.82;NF;90.2;NF;NF;7308BE.2CS;6206.2Z.C3;60;F;NF;53 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;Motor de bomba de alimentacion de medios de remolienda y agua/ ISA CHARGER WATER FEED PUMP ;TECO;AEHH8B;NY6131612001;AEHH8B;25.00;18.5;460;29.1;1765;60;3;NF;1.15;93.6;92.4;284T;6311ZC3;6310ZC3;40;F;G;464 Lbs;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME SLAKER RECYCLE PUMP ;TECO;AEMB-UCDCM;712C709001;NF;50.00;37;460;57.2;1780;60;3;NF;NF;95;NF;D225MC;6313;6213;40;F;NF;375 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;LIME TRANSFER PUMP;TECO;AEMB-UCDCM;612C318001;NF;15.00;11;460;17.40;1765;60;3;NF;NF;92.1;NF;D160LC;6309-ZZ;6307-ZZ;40;F;NF;151 Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME DISTRIBUTION PUMP;TECO;AEMB-UCDCJ;7136364002;NF;60.32;45;460;68.70;1788;60;3;NF;1.15;94;NF;D250SC;NU316;6313;40;F;NF;499 Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;LIME DISTRIBUTION PUMP;TECO;AEMB-UCDCJ;7136364000;NF;60.32;45;460;68.70;1788;60;3;NF;1.15;94;NF;D250SC;NU316;6313;40;F;NF;499 Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;.;na;na;na;na;na;0;0;0.00;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;LIME SLAKING AREA SUMP PUMP;TECO;AEMBUC-DCH;6136845001;NF;25.00;18.5;460;28.5;1770;60;3;NF;1.15;93.6;NF;D180LC;6311ZZ;6310ZZ;20;F;NF;220 Kg;R;I;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;A;TAG  Motor;LIME TRUCK DISCHARGE COMPRESOR ;SIEMENS;NF;IPC30043AA600YA0;4500M;245.31;183;460;265;3587;60;3;0.91;NF;NF;NF;4500M;6316-C4;6316-C4;30;F;NF;1290 Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;COPPER REGRIND SURGE TANK AGITATOR ;WEG;NF;1016353090;NF;30.00;22;460;35.4;1765;60;3;0.84;1.00;92.4;NF;200M;6312-C3;6212-C3;40;F;NF;221 Kg;L;P;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME STORAGE TANK AGITATOR ;WEG;NF;na;na;20.00;15;460;24.4;1765;60;3;0.83;1;92.4;90.3;180M;6313-C3;6211-C3;40;F;NF;168 Kg;R;P;S;G
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;QUICKLIME ROTARY VALVE ;TECO;NF;3431141001;D112M;2.95;2.2;460;4.78;1755;60;3;NF;NF;89.5;NF;D112M;6306-ZZ;6306-ZZ;40;F;NF;50 Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;QUICKLIME SCREW FEEDER ;na;na;na;na;7.37;5.5;460;11.96;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME SCRUBBER FAN ;TECO;NF;11328026010;na;7.37;5.5;460;8.87;1752;60;3;NF;NF;91;NF;182S;6308;6308;40;H;AEMD-CDOC;NF;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;QUICKLIME DUCT COLLECTOR FAN ;na;na;na;na;5.36;4;460;8.70;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME MILL LUBE SYSTEM ;na;na;na;na;1.47;1.1;460;2.39;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;REGRIND MILL MOTOR LUBRICATION ;WEG;NF;1018740007;NF;2.01;1.5;460;2.86;1750;60;3;0.78;1.15;84.2;NF;80K;6205-ZZ;6204-ZZ;40;F;NF;21Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;REGRIND MILL MOTOR LUBRICATION ;WEG;NF;1018740008;NF;2.01;1.5;460;2.86;1750;60;3;0.78;1.15;84.2;NF;80K;6205-ZZ;6204-ZZ;40;F;NF;21Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;REGRIND MILL MOTOR LUBRICATION;WEG;NF;1018755972;NF;0.50;0.37;460;1.00;1680;60;3;0.69;1.15;NF;NF;80K;6202-ZZ;6202-ZZ;40;F;NF;NF;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;REGRIND MILL BEARING OIL LUBRICATION;SIEMENS;1302/1503933-001-001;1LA9096-6KA91-Z;NF;1.47;1.1;460;2.50;1150;60;3;0.64;NF;85.5;NF;NF;NF;NF;40;F;K;NF;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;REGRIND MILL BEARING OIL LUBRICATION ;SIEMENS;1302/1503933-001-002;1LA9096-6KA91-Z;NF;1.47;1.1;460;2.50;1150;60;3;0.64;NF;85.5;NF;NF;NF;NF;40;F;K;NF;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;REGRIND MILL BEARING OIL LUBRICATION ;SIEMENS;1302/1507860-001-001;1LA7083-6AA12-Z;NF;0.84;0.63;460;1.60;1110;60;3;0.73;NF;67.5;NF;80M;NF;NF;40;F;G;NF;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;REGRIND MILL GEARBOX LUBRICATION ;ELEKTRA;NF;1303987;7AA132S08-B5;3.42;2.55;460;5.60;900;60;3;0.75;NF;NF;NF;NF;NF;NF;NF;NF;NF;38Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-01;B;TAG  Motor;REGRIND MILL GEARBOX LUBRICATION ;BIRKENBEUL;NF;NF;NF;11.53;8.6;460;17.24;1152;60;3;0.72;NF;90.2;NF;160M;NF;NF;NF;H;NF;100Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;REGRIND MILL GEARBOX LUBRICATION;BIRKENBEUL;NF;2050120;NF;11.53;8.6;460;17.24;1152;60;3;0.72;NF;90.2;NF;160M;NF;NF;NF;H;NF;100Kg;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;COPPER REGRIND MILL HOIST ;ABUS;NF;311-042199;304152;na;2.3 / 14.8;440 / 480;7.8 / 23.0;600 / 3400;60;na;0.7 1 / 0.94;1.0;NF;NF;NF;NF;NF;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME SLAKING MILL BARRING DRIVE ;SEW-EURODRIVE;NF;EJU852366103000113;NF;7.37;5.5;460;NF;1760;60;3;0.85;1.0;90;89;NF;NF;NF;NF;NF;NF;NF;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME BIN ACTIVATOR ;na;na;na;na;2.55;1.9;460;4.13;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;LIME BIN ACTIVATOR ;na;na;na;na;2.55;1.9;460;4.13;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;COPPER REGRIND MILL HIDRAULIC POWER ;ANTRIEBSTECHNIK;KALTLEITER;12050701404;NF;5.36;4;380/660;8.3 / 4.79;1430;60;3;0.84;NF;86.6;NF;112M - 4;NF;NF;NF;F;NF;NF;R;I;na;na
REMOLIENDA DE COBRE;SALA 400;3260-MC-402-02;B;TAG  Motor;Motor LRS;WEG;NF;1019594007;NF;2.95;2.2;460;3.85;3450;60;3;0.84;1.15;85.5;NF;90S;6206-C3;6204-C3;40;F;NF;22 Kg;R;I;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba de sumidero de area de espesamiento Cu-Mo;TECO;AEMBUC-B07;913B067002;NF;100.00;75;460;112;1785;60;3;NF;1;95.4;NF;D280SC;NU318ECP;6316;20;F;NF;675 Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba de espuma superficial del espesador Cu-Mo;TOSHIBA;0104XDSB41A-P;1.9011E+12;1KKH;10.05;7.5;460;13;1760;60;3;NF;1.15;91.7;90.6;215T;6308-C3;6308-C3;20;F;NF;223Lbs;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba u/f de espesador Cu-Mo;SIEMENS;1LE15012BB235JB4;1309/127958401;NF;60.32;45;460;67;1775;60;3;NF;NF;93.6;NF;225M;6312-ZC3;6212-ZC3;40;F;NF;320 Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;A;TAG  Motor;Motor de bomba u/f de espesador Cu-Mo;TECO;AEUBVS-004;XY713A168002;NF;40.00;30;460;45;1775;60;3;NF;NF;94.5;93.7;200LC;6312;6212;20;F;NF;296 Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;A;TAG  Motor;Motor de bomba de colas de finos de flotacion;TECO;AEMBUC-DCF;CZE9117C039001;NF;100.00;74.60;460;112;1185;60;3;NF;NF;95.3;NF;280S;NU318ECP;6316;20;F;NF;680Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;A;TAG  Motor;Motor de bomba de colas de finos de flotacion;MARATHON;NF;M65090393;TFS;30.00;22.4;460;36;1780;60;3;NF;1.15;94.1;NF;324T;NF;NF;40;F;G;NF;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-02;A;TAG  Motor;Motor de bomba de alimentacion/recirculacion de celda jameson;TECO;AEMBUC-DCJ;7142725001;NF;30.00;22;460;34.5;1180;60;3;NF;1.15;93.5;NF;D225MC;6313;6213;20;F;NF;363;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-02;A;TAG  Motor;Motor de bomba de concentrado de finos de flotacion;TECO;AEMBUC-DCF;413B168003;NF;5.50;4.0;460;6.77;1750;60;3;NF;1.15;89.5;NF;D132S;6308ZZ;6306ZZ;20;F;NF;74;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;A;TAG  Motor;Motor de bomba de colas de finos de flotacion;TECO;AEMBUC-DCF;E91710130001;NF;100.00;74.6;460;112;1185;60;3;NF;NF;95.3;NF;280S;NU318ECP;6316;20;F;NF;680Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba de espuma superficial del espesador de cobre;WEG;TE1BFOXO;1035417329;NF;10.05;7.5;440;13.4;1760;60;3;0.84;1.15;94;NF;80K;6308-ZZ;6207-ZZ;20;F;NF;77 Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-02;A;TAG  Motor;Motor de bomba u/f de espesador de cobre;TECO;NF;1035509488;NF;73.73;55;460;86.2;1780;60;3;0.85;1.00;94.2;NF;250S;6314-C3;6214-C3;40;F;NF;499 Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-02;A;TAG  Motor;Motor de bomba u/f de espesador de cobre;TECO;AEUBVS-003;XY713A167002;NF;40.00;30;460;45;1775;60;3;NF;NF;94.5;93.5;200LC;6312;6212;20;F;NF;296 Kg;na;na;na;na
ESPESAMIENTO DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba de sumidero de espesador de cobre;TECO;AEMBUC;SCE9175011001;NF;100.00;75;460;112;1785;60;3;NF;1;95.4;NF;D280SC;NU318ECP;6316;20;F;NF;680 Kg;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;Motor de bomba de lavado a manifold de filtro de cobre/ COPPER MANIFOLD FLUCH PUMP ;WEG;NF;1018045703;NF;120.64;90;480;134;1785;60;3;NF;1.15;95.1;NF;280S/M-04;NU315-C3;6316-C3;40;F;NF;737 Kg;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba de lavado a manifold de filtro de cobre;WEG;NF;1018045704;NF;120.64;90;480;134;1785;60;3;NF;1.15;95.1;NF;280S/M-04;NU315-C3;6316-C3;40;F;NF;737 Kg;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba de agua de lavado de tela de filtros de cobre;GRUNDFOS;MG180MB2-48FF300-H3;85U07530;NF;29.49;22;220/480;69.5/32.5;3560;60;3;NF;NF;91.7;NF;NF;7310BE;6310C4;40;F;NF;128 Kg;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;Motor de bomba de agua de lavado de tela de filtros de cobre;GRUNDFOS;MG180MB2-48FF300-H3;85U07530;NF;29.49;22;220/480;69.5/32.5;3560;60;3;NF;NF;91.7;NF;NF;7310BE;6310C4;40;F;NF;128 Kg;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;A;TAG  Motor;Motor de bomba de alimentacion a filtro de cobre;TECO;AFJE-VB;FC13C645T1-2;NF;402.14;300;460;448;1189;60;3;NF;1.00;96;NF;315DC;6220-C3;NU326;20;F;NF;2300;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;A;TAG  Motor;Motor de bomba de alimentacion a filtro de cobre;TECO;AFJE-VB;FC13C645T1-1;NF;402.14;300;460;448;1189;60;3;NF;1.00;96;NF;315DC;6220-C3 ;NU326;20;F;NF;2300;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;A;TAG  Motor;Motor de bomba de filtrado de cobre;TECO;AEMBUC-DCN;613B434001;NF;14.75;11;460;17.4;1765;60;3;0.86;1.00;92.4;NF;D160L;6309ZZ;6307ZZ;20;F;NF;151 Kg;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;CONCENTRATE TRUCK WASHING SUMP PUMP ;TECO;AEMBUC-DCR;NF;NF;14.75;11;460;17.40;1787;60;3;0.86;1.00;92.4;NF;160L;6309ZZ;6307ZZ;20;F;NF;NF;R;P;S;G
FILTRACION DE COBRE;SALA 500;3280-MC-501-02;B;TAG  Motor;CTF LP GLAND WATER BOOSTER PUMP ;TATUNG;WH0152JEB-C;5305719;TEFF;20.00;15;460;17.30;3510;60;3;0.91;1.25;91.0;89.5;254T;50BC08L30X;40BC02J50X;40;F;G;302 Lbs ;na;na;na;na
FILTRACION DE COBRE;SALA 500;3280-MC-501-01;B;TAG  Motor;COPPER FILTER PRESSING AIR COMPRESSOR;na;na;na;na;73.73;55;460;119.57;0;0;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na;na
